alamat,luas_tanah,kecamatan,NJOP_Rp_per_m2,Sertifikat,Sewa_per_Bulan,Aksesbilitas,luas_tanah_m2,Jenis_zona,Aksesibilitas,Tingkat_Keamanan,Kepadatan_Penduduk
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 452 m²,Lakarsantri,1032000,SHM,2332320,Buruk,452.0,Perumahan,Buruk,rendah,59256
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 865 m²,Sambikerep,1032000,Lainnya,4463400,Buruk,865.0,Perumahan,Baik,rendah,63778
"Jl. Raya Lakarsantri No. 10, Surabaya",LT 1.575 M²,Lakarsantri,1032000,Lainnya,5160,Buruk,1.0,Komersial,Baik,rendah,59256
"Jl. Wonocolo No. 16, Surabaya",,Wonocolo,2800000,Lainnya,110320000,Buruk,7880.0,Perumahan,Baik,tinggi,75315
"Jl. Raya Gubeng No. 60, Surabaya",LT : 120 m²,Gubeng,5625000,SHM,3375000,Buruk,120.0,Komersial,Buruk,tinggi,123961
"Jl. Bulak No. 3, Surabaya",,Bulak,1500000,HGB,28942500,Baik,3859.0,Industri,Baik,tinggi,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 114 m²,Lakarsantri,1032000,SHM,588240,Baik,114.0,Perumahan,Buruk,tinggi,59256
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT 3565m2,Tambaksari,2352000,SHM,41924400,Buruk,3565.0,Perumahan,Buruk,rendah,214966
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 500 m²,Sukomanunggal,5625000,HGB,14062500,Buruk,500.0,Industri,Baik,rendah,101259
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 10200 m²,Benowo,1032000,SHM,52632000,Buruk,10200.0,Industri,Baik,rendah,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 457 m²,Wonokromo,5625000,HGB,12853125,Buruk,457.0,Komersial,Buruk,tinggi,144650
"Jl. Tandes No. 14, Surabaya",,Tandes,2000000,HGB,6330000,Buruk,633.0,Komersial,Buruk,rendah,87511
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT 784 m2,Mulyorejo,1416000,HGB,5550720,Baik,784.0,Perumahan,Baik,rendah,86545
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 1429 m²,Rungkut,2352000,HGB,16805040,Baik,1429.0,Perumahan,Baik,tinggi,123757
"Jl. Raya Gubeng No. 60, Surabaya",LT : 1011 m²,Gubeng,5625000,Lainnya,28434375,Baik,1011.0,Komersial,Baik,tinggi,123961
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",,Sukomanunggal,5625000,Lainnya,228937500,Buruk,8140.0,Industri,Buruk,tinggi,101259
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 104 m²,Sambikerep,1032000,HGB,536640,Buruk,104.0,Komersial,Baik,rendah,63778
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 640 m²,Rungkut,2352000,HGB,7526400,Buruk,640.0,Perumahan,Baik,tinggi,123757
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 300 m²,Benowo,1032000,Lainnya,1548000,Baik,300.0,Industri,Baik,tinggi,69938
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 10700 m²,Benowo,1032000,SHM,55212000,Baik,10700.0,Industri,Baik,rendah,69938
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT 564m²,Wiyung,1416000,HGB,3993120,Buruk,564.0,Perumahan,Baik,rendah,71605
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 6000 m²,Rungkut,2352000,HGB,70560000,Baik,6000.0,Perumahan,Buruk,tinggi,123757
"Jl. Petemon No. 77, Sawahan, Surabaya",,Sawahan,1416000,Lainnya,40837440,Baik,5768.0,Perumahan,Buruk,rendah,188693
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 135 m²,Mulyorejo,1416000,HGB,955800,Buruk,135.0,Perumahan,Buruk,rendah,86545
"Jl. Tandes No. 14, Surabaya",,Tandes,2000000,SHM,2790000,Buruk,279.0,Komersial,Buruk,rendah,87511
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 1125 m²,Sambikerep,1032000,Lainnya,5805000,Baik,1125.0,Komersial,Baik,rendah,63778
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 630 m²,Lakarsantri,1032000,HGB,3250800,Buruk,630.0,Industri,Buruk,rendah,59256
"Jl. Raya Gubeng No. 60, Surabaya",LT : 325 m²,Gubeng,5625000,SHM,9140625,Baik,325.0,Komersial,Buruk,rendah,123961
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 450 m²,Rungkut,2352000,HGB,5292000,Buruk,450.0,Perumahan,Buruk,rendah,123757
"Jl. Raya Gubeng No. 60, Surabaya",,Gubeng,5625000,HGB,63843750,Baik,2270.0,Komersial,Buruk,tinggi,123961
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 1000 m²,Rungkut,2352000,HGB,11760000,Baik,1000.0,Perumahan,Buruk,tinggi,123757
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,Lainnya,98265000,Baik,6551.0,Industri,Baik,rendah,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",,Lakarsantri,1032000,HGB,16094040,Baik,3119.0,Perumahan,Baik,rendah,59256
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 384 m²,Gunung Anyar,1862000,Lainnya,3575040,Buruk,384.0,Komersial,Buruk,tinggi,62482
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 300 m²,Rungkut,2352000,SHM,3528000,Buruk,300.0,Perumahan,Buruk,rendah,123757
"Jl. Kedungdoro No. 1, Surabaya",LT : 110 m²,Tegalsari,6805000,SHM,3742750,Baik,110.0,Komersial,Buruk,tinggi,92014
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 1125 m²,Gunung Anyar,1862000,Lainnya,10473750,Buruk,1125.0,Komersial,Buruk,tinggi,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 840 m²,Lakarsantri,1032000,SHM,4334400,Buruk,840.0,Komersial,Buruk,tinggi,59256
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,HGB,222637500,Buruk,7916.0,Komersial,Baik,rendah,144650
"Jl. Gayungan No. 5, Surabaya",,Gayungan,3000000,HGB,75810000,Buruk,5054.0,Komersial,Buruk,tinggi,41289
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,HGB,243400000,Buruk,9736.0,Perumahan,Buruk,tinggi,56707
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 181 m²,Tambaksari,2352000,HGB,2128560,Buruk,181.0,Perumahan,Buruk,rendah,214966
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 375 m²,Lakarsantri,1032000,Lainnya,1935000,Baik,375.0,Industri,Buruk,tinggi,59256
"Jl. Raya Sememi No. 15, Benowo, Surabaya",,Benowo,1032000,Lainnya,47028240,Buruk,9114.0,Industri,Buruk,rendah,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 1800 m²,Wonokromo,5625000,HGB,50625000,Baik,1800.0,Komersial,Buruk,rendah,144650
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 413 m²,Tambaksari,2352000,Lainnya,4856880,Buruk,413.0,Perumahan,Buruk,tinggi,214966
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,HGB,50725000,Buruk,4058.0,Industri,Baik,tinggi,86897
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 150 m²,Rungkut,2352000,SHM,1764000,Buruk,150.0,Perumahan,Buruk,tinggi,123757
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 180 m²,Tambaksari,2352000,SHM,2116800,Buruk,180.0,Perumahan,Baik,rendah,214966
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,Lainnya,55189680,Buruk,5928.0,Perumahan,Buruk,tinggi,62482
"Jl. Raya Gubeng No. 60, Surabaya",LT : 626 m²,Gubeng,5625000,SHM,17606250,Baik,626.0,Komersial,Baik,rendah,123961
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT: 750 m²,Benowo,1032000,Lainnya,3870000,Buruk,750.0,Industri,Baik,tinggi,69938
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,SHM,226075000,Baik,9043.0,Industri,Buruk,rendah,56707
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 320 m²,Rungkut,2352000,HGB,3763200,Baik,320.0,Perumahan,Baik,rendah,123757
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT 1.429m2,Sukomanunggal,5625000,HGB,28125,Baik,1.0,Industri,Buruk,tinggi,101259
"Jl. Kedungdoro No. 1, Surabaya",LT : 400 m²,Tegalsari,6805000,HGB,13610000,Baik,400.0,Komersial,Buruk,rendah,92014
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",,Mulyorejo,1416000,SHM,51337080,Buruk,7251.0,Komersial,Baik,tinggi,86545
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",LT : 1300 m²,Kenjeran,1862000,SHM,12103000,Baik,1300.0,Perumahan,Buruk,rendah,181325
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 371 m²,Lakarsantri,1032000,HGB,1914360,Buruk,371.0,Industri,Baik,rendah,59256
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,Lainnya,106200000,Baik,4248.0,Industri,Buruk,tinggi,56707
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,SHM,60515000,Buruk,6500.0,Perumahan,Buruk,rendah,181325
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",,Rungkut,2352000,HGB,40101600,Buruk,3410.0,Perumahan,Baik,rendah,123757
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 191 m²,Wiyung,1416000,Lainnya,1352280,Buruk,191.0,Komersial,Baik,tinggi,71605
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 600 m²,Rungkut,2352000,HGB,7056000,Baik,600.0,Perumahan,Buruk,rendah,123757
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",LT : 509 m²,Kenjeran,1862000,HGB,4738790,Buruk,509.0,Perumahan,Buruk,rendah,181325
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 2600 m²,Sawahan,1416000,SHM,18408000,Buruk,2600.0,Perumahan,Baik,rendah,188693
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 50000 m²,Lakarsantri,1032000,SHM,258000000,Buruk,50000.0,Perumahan,Buruk,rendah,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 95 m²,Lakarsantri,1032000,HGB,490200,Buruk,95.0,Komersial,Baik,rendah,59256
"Jl. Raya Sememi No. 15, Benowo, Surabaya",,Benowo,1032000,HGB,51543240,Buruk,9989.0,Industri,Buruk,rendah,69938
"Jl. Tandes No. 14, Surabaya",,Tandes,2000000,Lainnya,78830000,Baik,7883.0,Komersial,Baik,tinggi,87511
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,SHM,89636680,Buruk,9628.0,Perumahan,Buruk,rendah,181325
"Jl. Pakal No. 10, Surabaya",,Pakal,1200000,Lainnya,13410000,Baik,2235.0,Industri,Baik,tinggi,59971
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 295 m²,Sawahan,1416000,SHM,2088600,Baik,295.0,Perumahan,Baik,tinggi,188693
"Jl. Kedungdoro No. 1, Surabaya",LT : 1040 m²,Tegalsari,6805000,SHM,35386000,Baik,1040.0,Komersial,Baik,tinggi,92014
"Jl. Raya Gubeng No. 60, Surabaya",LT : 2701 m²,Gubeng,5625000,Lainnya,75965625,Baik,2701.0,Komersial,Baik,tinggi,123961
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 500 m²,Sambikerep,1032000,SHM,2580000,Buruk,500.0,Industri,Buruk,tinggi,63778
"Jl. Raya Lakarsantri No. 10, Surabaya",,Lakarsantri,1032000,Lainnya,18281880,Buruk,3543.0,Komersial,Baik,rendah,59256
"Jl. Kedungdoro No. 1, Surabaya",LT : 1840 m²,Tegalsari,6805000,SHM,62606000,Baik,1840.0,Komersial,Buruk,rendah,92014
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 325 m²,Mulyorejo,1416000,SHM,2301000,Baik,325.0,Perumahan,Baik,tinggi,86545
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 500 m²,Rungkut,2352000,SHM,5880000,Buruk,500.0,Perumahan,Buruk,tinggi,123757
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 1117 m²,Sawahan,1416000,SHM,7908360,Buruk,1117.0,Perumahan,Baik,rendah,188693
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,SHM,57386840,Buruk,6164.0,Perumahan,Buruk,rendah,62482
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,Lainnya,28180000,Buruk,1409.0,Perumahan,Baik,rendah,110557
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 450 m²,Lakarsantri,1032000,Lainnya,2322000,Baik,450.0,Komersial,Buruk,rendah,59256
"Jl. Raya Gubeng No. 60, Surabaya",LT : 1167 m²,Gubeng,5625000,SHM,32821875,Buruk,1167.0,Komersial,Buruk,rendah,123961
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 14000 m²,Gunung Anyar,1862000,SHM,130340000,Buruk,14000.0,Komersial,Buruk,rendah,62482
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 6000 m²,Wiyung,1416000,Lainnya,42480000,Baik,6000.0,Industri,Buruk,rendah,71605
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 10966 m²,Benowo,1032000,SHM,56584560,Buruk,10966.0,Industri,Buruk,rendah,69938
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 1300 m²,Sambikerep,1032000,HGB,6708000,Buruk,1300.0,Industri,Baik,rendah,63778
"Jl. Raya Lakarsantri No. 10, Surabaya",,Lakarsantri,1032000,Lainnya,49081920,Buruk,9512.0,Komersial,Baik,tinggi,59256
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,SHM,37737500,Buruk,3019.0,Industri,Baik,tinggi,50470
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",,Rungkut,2352000,Lainnya,36891120,Baik,3137.0,Perumahan,Buruk,rendah,123757
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,Lainnya,31140000,Buruk,1557.0,Perumahan,Buruk,tinggi,110557
"Jl. Krembangan No. 8, Surabaya",,Krembangan,3500000,Lainnya,148767500,Buruk,8501.0,Industri,Buruk,tinggi,109027
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",lt 283m2,Kenjeran,1862000,Lainnya,2634730,Buruk,283.0,Perumahan,Buruk,tinggi,181325
"Jl. Tunjungan No. 1, Genteng, Surabaya",,Genteng,6195000,HGB,293240325,Buruk,9467.0,Komersial,Baik,rendah,52924
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",LT : 407 m²,Kenjeran,1862000,Lainnya,3789170,Baik,407.0,Perumahan,Buruk,rendah,181325
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",,Tambaksari,2352000,Lainnya,7549920,Baik,642.0,Perumahan,Baik,rendah,214966
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 575 m²,Lakarsantri,1032000,HGB,2967000,Baik,575.0,Komersial,Buruk,tinggi,59256
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,Lainnya,32733960,Baik,3516.0,Perumahan,Baik,tinggi,181325
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 4500 m²,Mulyorejo,1416000,HGB,31860000,Buruk,4500.0,Perumahan,Buruk,tinggi,86545
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 34000 m²,Wiyung,1416000,SHM,240720000,Baik,34000.0,Industri,Baik,rendah,71605
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 900 m²,Lakarsantri,1032000,HGB,4644000,Baik,900.0,Komersial,Buruk,tinggi,59256
"Jl. Raya Gubeng No. 60, Surabaya",LT : 133 m²,Gubeng,5625000,Lainnya,3740625,Buruk,133.0,Komersial,Buruk,tinggi,123961
"Jl. Wonocolo No. 16, Surabaya",,Wonocolo,2800000,SHM,48510000,Baik,3465.0,Komersial,Baik,rendah,75315
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,SHM,42312500,Baik,3385.0,Industri,Buruk,rendah,86897
"Jl. Kedungdoro No. 1, Surabaya",LT : 1400 m²,Tegalsari,6805000,SHM,47635000,Baik,1400.0,Komersial,Buruk,rendah,92014
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,HGB,190780000,Buruk,9539.0,Perumahan,Buruk,rendah,110557
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 504 m²,Lakarsantri,1032000,Lainnya,2600640,Baik,504.0,Komersial,Baik,tinggi,59256
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 6690 m²,Rungkut,2352000,SHM,78674400,Baik,6690.0,Perumahan,Buruk,rendah,123757
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,SHM,237993750,Baik,8462.0,Komersial,Buruk,tinggi,144650
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,Lainnya,131000000,Baik,5240.0,Industri,Buruk,tinggi,56707
"Jl. Raya Gubeng No. 60, Surabaya",LT : 1215 m²,Gubeng,5625000,SHM,34171875,Baik,1215.0,Komersial,Buruk,tinggi,123961
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT 1139 m²,Tambaksari,2352000,SHM,13394640,Baik,1139.0,Perumahan,Baik,rendah,214966
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,Lainnya,45315000,Baik,5035.0,Industri,Buruk,rendah,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 1250 m²,Lakarsantri,1032000,HGB,6450000,Buruk,1250.0,Industri,Baik,tinggi,59256
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,Lainnya,128880000,Buruk,8592.0,Industri,Baik,rendah,75315
"Jl. Kedungdoro No. 1, Surabaya",LT : 110 m²,Tegalsari,6805000,Lainnya,3742750,Baik,110.0,Komersial,Baik,rendah,92014
"Jl. Raya Gubeng No. 60, Surabaya",LT : 525 m²,Gubeng,5625000,SHM,14765625,Baik,525.0,Komersial,Buruk,tinggi,123961
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT 150m²,Gunung Anyar,1862000,HGB,1396500,Buruk,150.0,Perumahan,Baik,tinggi,62482
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",,Tambaksari,2352000,SHM,78933120,Buruk,6712.0,Perumahan,Baik,tinggi,214966
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 500 m²,Lakarsantri,1032000,HGB,2580000,Buruk,500.0,Industri,Baik,rendah,59256
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 1055 m²,Sukomanunggal,5625000,HGB,29671875,Baik,1055.0,Industri,Baik,rendah,101259
"Jl. Semampir No. 11, Surabaya",,Semampir,1800000,Lainnya,76950000,Buruk,8550.0,Perumahan,Baik,rendah,172669
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,HGB,68958000,Buruk,7662.0,Industri,Baik,tinggi,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,Lainnya,30946440,Baik,3324.0,Perumahan,Baik,rendah,181325
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",,Wiyung,1416000,HGB,32936160,Baik,4652.0,Komersial,Buruk,tinggi,71605
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 1430 m²,Sambikerep,1032000,Lainnya,7378800,Baik,1430.0,Perumahan,Buruk,tinggi,63778
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,SHM,27874140,Baik,2994.0,Komersial,Baik,rendah,62482
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,Lainnya,104400000,Baik,3712.0,Komersial,Baik,tinggi,144650
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 2600 m²,Sambikerep,1032000,HGB,13416000,Buruk,2600.0,Industri,Buruk,tinggi,63778
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,Lainnya,55881000,Baik,6209.0,Industri,Buruk,rendah,75315
"Jl. Bubutan No. 2, Surabaya",,Bubutan,4000000,Lainnya,1620000,Baik,81.0,Industri,Buruk,tinggi,90646
"Jl. Kedungdoro No. 1, Surabaya",LT 1840M²,Tegalsari,6805000,Lainnya,62606000,Buruk,1840.0,Komersial,Baik,rendah,92014
"Jl. Wonocolo No. 16, Surabaya",,Wonocolo,2800000,Lainnya,101864000,Baik,7276.0,Perumahan,Buruk,tinggi,75315
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 4047 m²,Wonokromo,5625000,SHM,113821875,Buruk,4047.0,Komersial,Buruk,rendah,144650
"Jl. Pakal No. 10, Surabaya",,Pakal,1200000,Lainnya,26010000,Baik,4335.0,Industri,Buruk,tinggi,59971
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 1125 m²,Wiyung,1416000,Lainnya,7965000,Baik,1125.0,Komersial,Baik,rendah,71605
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,Lainnya,47925000,Buruk,3834.0,Industri,Baik,tinggi,50470
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,HGB,187818750,Buruk,6678.0,Komersial,Baik,rendah,144650
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,Lainnya,69282000,Baik,7698.0,Industri,Baik,tinggi,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 176 m²,Lakarsantri,1032000,Lainnya,908160,Buruk,176.0,Industri,Buruk,rendah,59256
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 450 m²,Sawahan,1416000,SHM,3186000,Buruk,450.0,Perumahan,Baik,rendah,188693
"Jl. Pakal No. 10, Surabaya",,Pakal,1200000,SHM,21924000,Buruk,3654.0,Industri,Buruk,tinggi,59971
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 578 m²,Sawahan,1416000,SHM,4092240,Baik,578.0,Perumahan,Baik,tinggi,188693
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 7950 m²,Gunung Anyar,1862000,HGB,74014500,Buruk,7950.0,Industri,Buruk,rendah,62482
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 1125 m²,Gunung Anyar,1862000,HGB,10473750,Buruk,1125.0,Komersial,Baik,rendah,62482
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,Lainnya,38468920,Baik,4132.0,Perumahan,Baik,tinggi,181325
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 300 m²,Tambaksari,2352000,SHM,3528000,Buruk,300.0,Perumahan,Buruk,tinggi,214966
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",,Sukomanunggal,5625000,Lainnya,56700000,Baik,2016.0,Industri,Buruk,rendah,101259
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,HGB,12084380,Buruk,1298.0,Perumahan,Baik,rendah,181325
"Jl. Tunjungan No. 1, Genteng, Surabaya",,Genteng,6195000,Lainnya,25089750,Buruk,810.0,Komersial,Buruk,rendah,52924
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 1750 m²,Lakarsantri,1032000,Lainnya,9030000,Buruk,1750.0,Perumahan,Baik,rendah,59256
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 450 m²,Sukomanunggal,5625000,SHM,12656250,Buruk,450.0,Industri,Buruk,tinggi,101259
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 400 m²,Wiyung,1416000,HGB,2832000,Buruk,400.0,Komersial,Buruk,tinggi,71605
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,SHM,191820000,Buruk,9591.0,Perumahan,Buruk,tinggi,110557
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 558 m²,Lakarsantri,1032000,Lainnya,2879280,Buruk,558.0,Perumahan,Baik,rendah,59256
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,HGB,114275000,Buruk,9142.0,Perumahan,Buruk,rendah,86897
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,SHM,247250000,Baik,9890.0,Industri,Buruk,tinggi,56707
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,HGB,94975000,Buruk,7598.0,Komersial,Baik,rendah,86897
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 10200 m²,Mulyorejo,1416000,HGB,72216000,Buruk,10200.0,Industri,Buruk,tinggi,86545
"Jl. Raya Gubeng No. 60, Surabaya",,Gubeng,5625000,SHM,223565625,Buruk,7949.0,Komersial,Buruk,rendah,123961
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 10000 m²,Benowo,1032000,HGB,51600000,Buruk,10000.0,Industri,Baik,rendah,69938
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 300 m²,Rungkut,2352000,Lainnya,3528000,Buruk,300.0,Perumahan,Baik,tinggi,123757
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",,Tambaksari,2352000,Lainnya,115494960,Buruk,9821.0,Perumahan,Baik,tinggi,214966
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 407 m²,Benowo,1032000,HGB,2100120,Buruk,407.0,Industri,Baik,tinggi,69938
"Jl. Kedungdoro No. 1, Surabaya",LT : 6850 m²,Tegalsari,6805000,Lainnya,233071250,Baik,6850.0,Komersial,Baik,rendah,92014
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",,Sambikerep,1032000,HGB,43385280,Buruk,8408.0,Komersial,Buruk,tinggi,63778
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 464 m²,Rungkut,2352000,Lainnya,5456640,Baik,464.0,Perumahan,Buruk,tinggi,123757
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 200 m²,Sukomanunggal,5625000,HGB,5625000,Baik,200.0,Industri,Buruk,rendah,101259
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,SHM,40224000,Baik,2514.0,Perumahan,Baik,tinggi,61187
"Jl. Raya Lakarsantri No. 10, Surabaya",,Lakarsantri,1032000,Lainnya,48792960,Buruk,9456.0,Industri,Buruk,rendah,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 191 m²,Lakarsantri,1032000,SHM,985560,Buruk,191.0,Industri,Buruk,rendah,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 1250 m²,Lakarsantri,1032000,HGB,6450000,Buruk,1250.0,Perumahan,Baik,rendah,59256
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 630 m²,Wiyung,1416000,Lainnya,4460400,Baik,630.0,Komersial,Baik,rendah,71605
