title,price,location,area,description,features,contact,image_url,property_url,price_per_sqm,land_size
"DISEWAKAN TANAH KOMERSIAL – PAKUWON SQUARE, SURABAYA BARAT",Rp 150 Juta Total per tahun,"Pakuwon Indah, Surabaya",,Rp 150 Juta Total per tahun,,+62822290...,https://pic.rumah123.com/r123/60x60-fit/photo/2066290/180/20662901732253122.jpg,https://www.rumah123.com/properti/surabaya/lar8684752/,,LT : 150 m²
"DISEWAKAN TANAH KOMERSIAL – PAKUWON SQUARE, SURABAYA BARAT",Rp 150 Juta Total per tahun,"Pakuwon Indah, Surabaya",,Rp 150 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8684752/,,LT : 150 m²
Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,Rp 145 Juta Total per tahun,Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,,Rp 145 Juta Total per tahun,,+62818339...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1122418/2024-06-27-06-56-37-fab664e7-e526-4af9-91d3-241769a99c21.jpg,https://www.rumah123.com/properti/surabaya/lar3999015/,,LT : 371 m²
Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,Rp 145 Juta Total per tahun,Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,,Rp 145 Juta Total per tahun,,+62818339...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1122418/2024-06-27-06-56-37-fab664e7-e526-4af9-91d3-241769a99c21.jpg,https://www.rumah123.com/properti/surabaya/lar3999015/,,LT : 371 m²
Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,Rp 145 Juta Total per tahun,Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,,Rp 145 Juta Total per tahun,,+62818339...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1122418/2024-06-27-06-56-37-fab664e7-e526-4af9-91d3-241769a99c21.jpg,https://www.rumah123.com/properti/surabaya/lar3999015/,,LT : 371 m²
Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,Rp 145 Juta Total per tahun,Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,,Rp 145 Juta Total per tahun,,+62818339...,https://pic.rumah123.com/r123/60x60-fit/photo/1122418/180/11224181636956262.jpg,https://www.rumah123.com/properti/surabaya/lar3999015/,,LT : 371 m²
Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,Rp 145 Juta Total per tahun,Kavling Komersial Citraland Utara Surabaya Lokasi Strategis,,Rp 145 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar3999015/,,LT : 371 m²
Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,Rp 285 Juta Total per tahun,Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,,Rp 285 Juta Total per tahun,,+62815534...,https://picture.rumah123.com/r123-images/720x420-crop/customer/876386/da8be4dc24daf37741eb3392fcac49ab.jpg,https://www.rumah123.com/properti/surabaya/lar4251970/,,LT : 630 m²
Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,Rp 285 Juta Total per tahun,Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,,Rp 285 Juta Total per tahun,,+62815534...,https://picture.rumah123.com/r123-images/720x420-crop/customer/876386/da8be4dc24daf37741eb3392fcac49ab.jpg,https://www.rumah123.com/properti/surabaya/lar4251970/,,LT : 630 m²
Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,Rp 285 Juta Total per tahun,Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,,Rp 285 Juta Total per tahun,,+62815534...,https://picture.rumah123.com/r123-images/720x420-crop/customer/876386/da8be4dc24daf37741eb3392fcac49ab.jpg,https://www.rumah123.com/properti/surabaya/lar4251970/,,LT : 630 m²
Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,Rp 285 Juta Total per tahun,Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,,Rp 285 Juta Total per tahun,,+62815534...,https://picture.rumah123.com/r123-images/60x60-fit/customer/876386/94864b8be6c8de9bbf00308c2ce30664.jpg,https://www.rumah123.com/properti/surabaya/lar4251970/,,LT : 630 m²
Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,Rp 285 Juta Total per tahun,Tanah Kavling di Raya Telaga Utama Komersial Area Citraland Surabaya,,Rp 285 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar4251970/,,LT : 630 m²
Raya Darmo Permai Komersial Area,Rp 1 Miliar per tahun,"Darmo permai, Surabaya",,Rp 1 Miliar per tahun,,+62812304...,https://picture.rumah123.com/r123-images/720x420-crop/customer/32848/7e6a459e6649e5c0a751a73d75f9b1fb.jpg,https://www.rumah123.com/properti/surabaya/lar8721677/,,LT : 1840 m²
Raya Darmo Permai Komersial Area,Rp 1 Miliar per tahun,"Darmo permai, Surabaya",,Rp 1 Miliar per tahun,,+62812304...,https://picture.rumah123.com/r123-images/720x420-crop/customer/32848/7e6a459e6649e5c0a751a73d75f9b1fb.jpg,https://www.rumah123.com/properti/surabaya/lar8721677/,,LT : 1840 m²
Raya Darmo Permai Komersial Area,Rp 1 Miliar per tahun,"Darmo permai, Surabaya",,Rp 1 Miliar per tahun,,+62812304...,https://picture.rumah123.com/r123-images/720x420-crop/customer/32848/7e6a459e6649e5c0a751a73d75f9b1fb.jpg,https://www.rumah123.com/properti/surabaya/lar8721677/,,LT : 1840 m²
Raya Darmo Permai Komersial Area,Rp 1 Miliar per tahun,"Darmo permai, Surabaya",,Rp 1 Miliar per tahun,,+62812304...,https://pic.rumah123.com/r123/60x60-fit/photo/32848/180/328481747512496.jpg,https://www.rumah123.com/properti/surabaya/lar8721677/,,LT : 1840 m²
Raya Darmo Permai Komersial Area,Rp 1 Miliar per tahun,"Darmo permai, Surabaya",,Rp 1 Miliar per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8721677/,,LT : 1840 m²
Disewakan Tanah Di Dharmahusada Mojoklanggru,Rp 300 Juta Total per tahun,"Gubeng, Surabaya",,Rp 300 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/4931546e630565a63e9cce147fcedf28.jpg,https://www.rumah123.com/properti/surabaya/lar4161920/,,LT : 1500 m²
Disewakan Tanah Di Dharmahusada Mojoklanggru,Rp 300 Juta Total per tahun,"Gubeng, Surabaya",,Rp 300 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/4931546e630565a63e9cce147fcedf28.jpg,https://www.rumah123.com/properti/surabaya/lar4161920/,,LT : 1500 m²
Disewakan Tanah Di Dharmahusada Mojoklanggru,Rp 300 Juta Total per tahun,"Gubeng, Surabaya",,Rp 300 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/4931546e630565a63e9cce147fcedf28.jpg,https://www.rumah123.com/properti/surabaya/lar4161920/,,LT : 1500 m²
Disewakan Tanah Di Dharmahusada Mojoklanggru,Rp 300 Juta Total per tahun,"Gubeng, Surabaya",,Rp 300 Juta Total per tahun,,+62822332...,https://pic.rumah123.com/r123/60x60-fit/photo/710937/180/7109371745608410.jpg,https://www.rumah123.com/properti/surabaya/lar4161920/,,LT : 1500 m²
Disewakan Tanah Di Dharmahusada Mojoklanggru,Rp 300 Juta Total per tahun,"Gubeng, Surabaya",,Rp 300 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar4161920/,,LT : 1500 m²
Disewakan Tanah Komersil Raya Jemursari,Rp 275 Juta Total per tahun,"Jemursari, Surabaya",,Rp 275 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/342a087204fe412e6acf960501f4597b.jpg,https://www.rumah123.com/properti/surabaya/lar3474522/,,LT : 600 m²
Disewakan Tanah Komersil Raya Jemursari,Rp 275 Juta Total per tahun,"Jemursari, Surabaya",,Rp 275 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/342a087204fe412e6acf960501f4597b.jpg,https://www.rumah123.com/properti/surabaya/lar3474522/,,LT : 600 m²
Disewakan Tanah Komersil Raya Jemursari,Rp 275 Juta Total per tahun,"Jemursari, Surabaya",,Rp 275 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/342a087204fe412e6acf960501f4597b.jpg,https://www.rumah123.com/properti/surabaya/lar3474522/,,LT : 600 m²
Disewakan Tanah Komersil Raya Jemursari,Rp 275 Juta Total per tahun,"Jemursari, Surabaya",,Rp 275 Juta Total per tahun,,+62822332...,https://pic.rumah123.com/r123/60x60-fit/photo/710937/180/7109371745608410.jpg,https://www.rumah123.com/properti/surabaya/lar3474522/,,LT : 600 m²
Disewakan Tanah Komersil Raya Jemursari,Rp 275 Juta Total per tahun,"Jemursari, Surabaya",,Rp 275 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar3474522/,,LT : 600 m²
Tanah Komersial Nol Jalan Raya Gubeng,"Rp 1,5 Miliar Total per tahun","Gubeng, Surabaya",,"Rp 1,5 Miliar Total per tahun",,+62812338...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1845597/91bea35bc293bd20eda7c74dad0309a0.jpg,https://www.rumah123.com/properti/surabaya/lar8701696/,,LT : 1345 m²
Tanah Komersial Nol Jalan Raya Gubeng,"Rp 1,5 Miliar Total per tahun","Gubeng, Surabaya",,"Rp 1,5 Miliar Total per tahun",,+62812338...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1845597/91bea35bc293bd20eda7c74dad0309a0.jpg,https://www.rumah123.com/properti/surabaya/lar8701696/,,LT : 1345 m²
Tanah Komersial Nol Jalan Raya Gubeng,"Rp 1,5 Miliar Total per tahun","Gubeng, Surabaya",,"Rp 1,5 Miliar Total per tahun",,+62812338...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1845597/91bea35bc293bd20eda7c74dad0309a0.jpg,https://www.rumah123.com/properti/surabaya/lar8701696/,,LT : 1345 m²
Tanah Komersial Nol Jalan Raya Gubeng,"Rp 1,5 Miliar Total per tahun","Gubeng, Surabaya",,"Rp 1,5 Miliar Total per tahun",,+62812338...,https://pic.rumah123.com/r123/60x60-fit/photo/1845597/180/18455971732613552.jpg,https://www.rumah123.com/properti/surabaya/lar8701696/,,LT : 1345 m²
Tanah Komersial Nol Jalan Raya Gubeng,"Rp 1,5 Miliar Total per tahun","Gubeng, Surabaya",,"Rp 1,5 Miliar Total per tahun",,,,https://www.rumah123.com/properti/surabaya/lar8701696/,,LT : 1345 m²
Tanah Dijual Simo Sidomulyo Sawahan Surabaya,"Rp 2,4 Miliar Total per tahun",Tanah Dijual Simo Sidomulyo Sawahan Surabaya,,"Rp 2,4 Miliar Total per tahun",,+62821319...,https://picture.rumah123.com/r123-images/720x420-crop/customer/775398/3ca85c50e090a4c826d450c89802ec9a.jpg,https://www.rumah123.com/properti/surabaya/lar8826522/,,LT : 300 m²
Tanah Dijual Simo Sidomulyo Sawahan Surabaya,"Rp 2,4 Miliar Total per tahun",Tanah Dijual Simo Sidomulyo Sawahan Surabaya,,"Rp 2,4 Miliar Total per tahun",,+62821319...,https://picture.rumah123.com/r123-images/720x420-crop/customer/775398/3ca85c50e090a4c826d450c89802ec9a.jpg,https://www.rumah123.com/properti/surabaya/lar8826522/,,LT : 300 m²
Tanah Dijual Simo Sidomulyo Sawahan Surabaya,"Rp 2,4 Miliar Total per tahun",Tanah Dijual Simo Sidomulyo Sawahan Surabaya,,"Rp 2,4 Miliar Total per tahun",,+62821319...,https://picture.rumah123.com/r123-images/720x420-crop/customer/775398/3ca85c50e090a4c826d450c89802ec9a.jpg,https://www.rumah123.com/properti/surabaya/lar8826522/,,LT : 300 m²
Tanah Dijual Simo Sidomulyo Sawahan Surabaya,"Rp 2,4 Miliar Total per tahun",Tanah Dijual Simo Sidomulyo Sawahan Surabaya,,"Rp 2,4 Miliar Total per tahun",,+62821319...,https://pic.rumah123.com/r123/60x60-fit/photo/775398/180/7753981697530522.jpg,https://www.rumah123.com/properti/surabaya/lar8826522/,,LT : 300 m²
Tanah Dijual Simo Sidomulyo Sawahan Surabaya,"Rp 2,4 Miliar Total per tahun",Tanah Dijual Simo Sidomulyo Sawahan Surabaya,,"Rp 2,4 Miliar Total per tahun",,,,https://www.rumah123.com/properti/surabaya/lar8826522/,,LT : 300 m²
Disewakan Tanah di Raya Klampis Semolo Jalan Kembar,Rp 110 Juta Total per tahun,"Sukolilo, Surabaya",,Rp 110 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/375e9a5a3c1d9f4496cb03e3b4490a87.jpg,https://www.rumah123.com/properti/surabaya/lar8826509/,,LT : 264 m²
Disewakan Tanah di Raya Klampis Semolo Jalan Kembar,Rp 110 Juta Total per tahun,"Sukolilo, Surabaya",,Rp 110 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/375e9a5a3c1d9f4496cb03e3b4490a87.jpg,https://www.rumah123.com/properti/surabaya/lar8826509/,,LT : 264 m²
Disewakan Tanah di Raya Klampis Semolo Jalan Kembar,Rp 110 Juta Total per tahun,"Sukolilo, Surabaya",,Rp 110 Juta Total per tahun,,+62822332...,https://picture.rumah123.com/r123-images/720x420-crop/customer/710937/375e9a5a3c1d9f4496cb03e3b4490a87.jpg,https://www.rumah123.com/properti/surabaya/lar8826509/,,LT : 264 m²
Disewakan Tanah di Raya Klampis Semolo Jalan Kembar,Rp 110 Juta Total per tahun,"Sukolilo, Surabaya",,Rp 110 Juta Total per tahun,,+62822332...,https://pic.rumah123.com/r123/60x60-fit/photo/710937/180/7109371745608410.jpg,https://www.rumah123.com/properti/surabaya/lar8826509/,,LT : 264 m²
Disewakan Tanah di Raya Klampis Semolo Jalan Kembar,Rp 110 Juta Total per tahun,"Sukolilo, Surabaya",,Rp 110 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8826509/,,LT : 264 m²
Disewakan Lahan Di Nol Jalan Raya MERR Dekat Rungkut,Rp 300 Juta Total per tahun,"Middle East Ring Road, Surabaya",,Rp 300 Juta Total per tahun,,+62878989...,https://picture.rumah123.com/r123-images/720x420-crop/customer/771995/6e180d048ec9ea0c81bfcaadfd869ca4.jpg,https://www.rumah123.com/properti/surabaya/lar8826386/,,LT : 500 m²
Disewakan Lahan Di Nol Jalan Raya MERR Dekat Rungkut,Rp 300 Juta Total per tahun,"Middle East Ring Road, Surabaya",,Rp 300 Juta Total per tahun,,+62878989...,https://picture.rumah123.com/r123-images/720x420-crop/customer/771995/6e180d048ec9ea0c81bfcaadfd869ca4.jpg,https://www.rumah123.com/properti/surabaya/lar8826386/,,LT : 500 m²
Disewakan Lahan Di Nol Jalan Raya MERR Dekat Rungkut,Rp 300 Juta Total per tahun,"Middle East Ring Road, Surabaya",,Rp 300 Juta Total per tahun,,+62878989...,https://picture.rumah123.com/r123-images/720x420-crop/customer/771995/6e180d048ec9ea0c81bfcaadfd869ca4.jpg,https://www.rumah123.com/properti/surabaya/lar8826386/,,LT : 500 m²
Disewakan Lahan Di Nol Jalan Raya MERR Dekat Rungkut,Rp 300 Juta Total per tahun,"Middle East Ring Road, Surabaya",,Rp 300 Juta Total per tahun,,+62878989...,https://pic.rumah123.com/r123/60x60-fit/photo/771995/180/7719951523004497.jpg,https://www.rumah123.com/properti/surabaya/lar8826386/,,LT : 500 m²
Disewakan Lahan Di Nol Jalan Raya MERR Dekat Rungkut,Rp 300 Juta Total per tahun,"Middle East Ring Road, Surabaya",,Rp 300 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8826386/,,LT : 500 m²
Disewakan Tanah Gununganyar Strategis Komersial Area,Rp 75 Juta Total per tahun,"Gununganyar, Surabaya",,Rp 75 Juta Total per tahun,,+62812312...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1881433/d4dd51c6b90f76c27d38835befe47538.jpg,https://www.rumah123.com/properti/surabaya/lar8825855/,,LT : 1125 m²
Disewakan Tanah Gununganyar Strategis Komersial Area,Rp 75 Juta Total per tahun,"Gununganyar, Surabaya",,Rp 75 Juta Total per tahun,,+62812312...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1881433/d4dd51c6b90f76c27d38835befe47538.jpg,https://www.rumah123.com/properti/surabaya/lar8825855/,,LT : 1125 m²
Disewakan Tanah Gununganyar Strategis Komersial Area,Rp 75 Juta Total per tahun,"Gununganyar, Surabaya",,Rp 75 Juta Total per tahun,,+62812312...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1881433/d4dd51c6b90f76c27d38835befe47538.jpg,https://www.rumah123.com/properti/surabaya/lar8825855/,,LT : 1125 m²
Disewakan Tanah Gununganyar Strategis Komersial Area,Rp 75 Juta Total per tahun,"Gununganyar, Surabaya",,Rp 75 Juta Total per tahun,,+62812312...,,https://www.rumah123.com/properti/surabaya/lar8825855/,,LT : 1125 m²
Disewakan Tanah Gununganyar Strategis Komersial Area,Rp 75 Juta Total per tahun,"Gununganyar, Surabaya",,Rp 75 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8825855/,,LT : 1125 m²
Tanah Komersial Strategis Jl. Bali Surabaya Pusat,Rp 600 Juta Total per tahun,Tanah Komersial Strategis Jl. Bali Surabaya Pusat,,Rp 600 Juta Total per tahun,,+62811373...,https://picture.rumah123.com/r123-images/720x420-crop/customer/715635/27f79dc10f7f140da40f5c486ed3ebfa.jpg,https://www.rumah123.com/properti/surabaya/lar8811588/,,LT : 1167 m²
Tanah Komersial Strategis Jl. Bali Surabaya Pusat,Rp 600 Juta Total per tahun,Tanah Komersial Strategis Jl. Bali Surabaya Pusat,,Rp 600 Juta Total per tahun,,+62811373...,https://picture.rumah123.com/r123-images/720x420-crop/customer/715635/27f79dc10f7f140da40f5c486ed3ebfa.jpg,https://www.rumah123.com/properti/surabaya/lar8811588/,,LT : 1167 m²
Tanah Komersial Strategis Jl. Bali Surabaya Pusat,Rp 600 Juta Total per tahun,Tanah Komersial Strategis Jl. Bali Surabaya Pusat,,Rp 600 Juta Total per tahun,,+62811373...,https://picture.rumah123.com/r123-images/720x420-crop/customer/715635/27f79dc10f7f140da40f5c486ed3ebfa.jpg,https://www.rumah123.com/properti/surabaya/lar8811588/,,LT : 1167 m²
Tanah Komersial Strategis Jl. Bali Surabaya Pusat,Rp 600 Juta Total per tahun,Tanah Komersial Strategis Jl. Bali Surabaya Pusat,,Rp 600 Juta Total per tahun,,+62811373...,https://picture.rumah123.com/r123-images/60x60-fit/customer/715635/e19bb985f9ab9c28ec0e9887d1047058.jpg,https://www.rumah123.com/properti/surabaya/lar8811588/,,LT : 1167 m²
Tanah Komersial Strategis Jl. Bali Surabaya Pusat,Rp 600 Juta Total per tahun,Tanah Komersial Strategis Jl. Bali Surabaya Pusat,,Rp 600 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8811588/,,LT : 1167 m²
"Disewakan Kavling Pakuwon Square, Prime Location",Rp 250 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 250 Juta Total per tahun,,+62812302...,https://picture.rumah123.com/r123-images/720x420-crop/customer/66441/2024-01-19-04-03-57-721d5e5b-6269-4dac-8542-ddccb6957fa7.jpg,https://www.rumah123.com/properti/surabaya/lar3774883/,,LT : 144 m²
"Disewakan Kavling Pakuwon Square, Prime Location",Rp 250 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 250 Juta Total per tahun,,+62812302...,https://picture.rumah123.com/r123-images/720x420-crop/customer/66441/2024-01-19-04-03-57-721d5e5b-6269-4dac-8542-ddccb6957fa7.jpg,https://www.rumah123.com/properti/surabaya/lar3774883/,,LT : 144 m²
"Disewakan Kavling Pakuwon Square, Prime Location",Rp 250 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 250 Juta Total per tahun,,+62812302...,https://picture.rumah123.com/r123-images/720x420-crop/customer/66441/2024-01-19-04-03-57-721d5e5b-6269-4dac-8542-ddccb6957fa7.jpg,https://www.rumah123.com/properti/surabaya/lar3774883/,,LT : 144 m²
"Disewakan Kavling Pakuwon Square, Prime Location",Rp 250 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 250 Juta Total per tahun,,+62812302...,https://pic.rumah123.com/r123/60x60-fit/photo/66441/180/664411725444063.jpg,https://www.rumah123.com/properti/surabaya/lar3774883/,,LT : 144 m²
"Disewakan Kavling Pakuwon Square, Prime Location",Rp 250 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 250 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar3774883/,,LT : 144 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,+62812340...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2121555/930fe32e51ea70d542b3dee4c85a39f2.png,https://www.rumah123.com/properti/surabaya/lar8810814/,,LT : 1500 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,+62812340...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2121555/930fe32e51ea70d542b3dee4c85a39f2.png,https://www.rumah123.com/properti/surabaya/lar8810814/,,LT : 1500 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,+62812340...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2121555/930fe32e51ea70d542b3dee4c85a39f2.png,https://www.rumah123.com/properti/surabaya/lar8810814/,,LT : 1500 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,+62812340...,https://pic.rumah123.com/r123/60x60-fit/photo/2121555/180/21215551742348988.jpg,https://www.rumah123.com/properti/surabaya/lar8810814/,,LT : 1500 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8810814/,,LT : 1500 m²
Disewakan Tanah Komersial Pakuwon Square,Rp 150 Juta Total per tahun,"Sambikerep, Surabaya",,Rp 150 Juta Total per tahun,,+62895413...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506906/f81b741942d0367edf484025372d418b.jpg,https://www.rumah123.com/properti/surabaya/lar8805978/,,Luas Tanah 7x21.5 m LT 150.5 m² Surat PPJB Hadap Timur Harga 150jt/thn Nett Maksimal 10thn Hubungi...
Disewakan Tanah Komersial Pakuwon Square,Rp 150 Juta Total per tahun,"Sambikerep, Surabaya",,Rp 150 Juta Total per tahun,,+62895413...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506906/f81b741942d0367edf484025372d418b.jpg,https://www.rumah123.com/properti/surabaya/lar8805978/,,Luas Tanah 7x21.5 m LT 150.5 m² Surat PPJB Hadap Timur Harga 150jt/thn Nett Maksimal 10thn Hubungi...
Disewakan Tanah Komersial Pakuwon Square,Rp 150 Juta Total per tahun,"Sambikerep, Surabaya",,Rp 150 Juta Total per tahun,,+62895413...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506906/f81b741942d0367edf484025372d418b.jpg,https://www.rumah123.com/properti/surabaya/lar8805978/,,Luas Tanah 7x21.5 m LT 150.5 m² Surat PPJB Hadap Timur Harga 150jt/thn Nett Maksimal 10thn Hubungi...
Disewakan Tanah Komersial Pakuwon Square,Rp 150 Juta Total per tahun,"Sambikerep, Surabaya",,Rp 150 Juta Total per tahun,,+62895413...,https://pic.rumah123.com/r123/170x170-fit/logo/20170227104721_propnex_boulevard.jpeg,https://www.rumah123.com/properti/surabaya/lar8805978/,,Luas Tanah 7x21.5 m LT 150.5 m² Surat PPJB Hadap Timur Harga 150jt/thn Nett Maksimal 10thn Hubungi...
Disewakan Tanah Komersial Pakuwon Square,Rp 150 Juta Total per tahun,"Sambikerep, Surabaya",,Rp 150 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8805978/,,Luas Tanah 7x21.5 m LT 150.5 m² Surat PPJB Hadap Timur Harga 150jt/thn Nett Maksimal 10thn Hubungi...
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,+62811366...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1241380/930fe32e51ea70d542b3dee4c85a39f2.png,https://www.rumah123.com/properti/surabaya/lar8810616/,,LT : 1500 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,+62811366...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1241380/930fe32e51ea70d542b3dee4c85a39f2.png,https://www.rumah123.com/properti/surabaya/lar8810616/,,LT : 1500 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,+62811366...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1241380/930fe32e51ea70d542b3dee4c85a39f2.png,https://www.rumah123.com/properti/surabaya/lar8810616/,,LT : 1500 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,+62811366...,https://pic.rumah123.com/r123/60x60-fit/photo/1241380/180/12413801722574366.jpg,https://www.rumah123.com/properti/surabaya/lar8810616/,,LT : 1500 m²
"Disewakan Lahan Tengah Kota di Jalan Tidar, Bisa Untuk Lapangan",Rp 400 Juta Total per tahun,"Tidar, Surabaya",,Rp 400 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8810616/,,LT : 1500 m²
Disewakan Tanah Usaha Di Raya Klampis Semolo Surabaya,Rp 110 Juta Total per tahun,Disewakan Tanah Usaha Di Raya Klampis Semolo Surabaya,,Rp 110 Juta Total per tahun,,+62819867...,https://picture.rumah123.com/r123-images/720x420-crop/customer/838301/99052d1fa7422126ba59d546ccab70d1.jpg,https://www.rumah123.com/properti/surabaya/lar8764613/,,LT : 264 m²
Disewakan Tanah Usaha Di Raya Klampis Semolo Surabaya,Rp 110 Juta Total per tahun,Disewakan Tanah Usaha Di Raya Klampis Semolo Surabaya,,Rp 110 Juta Total per tahun,,+62819867...,https://picture.rumah123.com/r123-images/720x420-crop/customer/838301/99052d1fa7422126ba59d546ccab70d1.jpg,https://www.rumah123.com/properti/surabaya/lar8764613/,,LT : 264 m²
Disewakan Tanah Usaha Di Raya Klampis Semolo Surabaya,Rp 110 Juta Total per tahun,Disewakan Tanah Usaha Di Raya Klampis Semolo Surabaya,,Rp 110 Juta Total per tahun,,+62819867...,https://picture.rumah123.com/r123-images/720x420-crop/customer/838301/99052d1fa7422126ba59d546ccab70d1.jpg,https://www.rumah123.com/properti/surabaya/lar8764613/,,LT : 264 m²
Disewakan Tanah Usaha Di Raya Klampis Semolo Surabaya,Rp 110 Juta Total per tahun,Disewakan Tanah Usaha Di Raya Klampis Semolo Surabaya,,Rp 110 Juta Total per tahun,,+62819867...,https://pic.rumah123.com/r123/60x60-fit/photo/838301/180/8383011736955318.jpg,https://www.rumah123.com/properti/surabaya/lar8764613/,,LT : 264 m²
